('https://image1.ljcdn.com/440100-inspection/e7d76a58-1ce0-4bc8-8f13-8e6e7d84eb19.jpg.296x216.jpg', '荔园小区 高层南向三房 精装修', '荔园小区  | 3室2厅 | 85.97平米 | 南 | 精装 | 无电梯', '高楼层(共8层)1995年建塔楼  -  区府', '232万', '单价26987元/平米')
('https://image1.ljcdn.com/440100-inspection/4dc350e3-f4e4-4381-9f77-f5ea4593e06a.jpg.296x216.jpg', '富域尚品居 三房 南北对流 采光好', '富域尚品居  | 3室2厅 | 82.93平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  开发区', '250万', '单价30146元/平米')
('https://image1.ljcdn.com/440100-inspection/20a3c7ad-63b7-4f9b-82db-f3460e5b2dae.jpg.296x216.jpg', '富域尚品居 电梯两房 精致装修', '富域尚品居  | 2室2厅 | 67平米 | 南 | 简装 | 有电梯', '高楼层(共17层)2009年建塔楼  -  开发区', '200万', '单价29851元/平米')
('https://image1.ljcdn.com/440100-inspection/f1a1e15c-d478-4a7c-8d3c-6fa964c14bf4.jpg.296x216.jpg', '雅居乐南北向大三房 安静望花园', '雅居乐富春山居  | 3室2厅 | 202.06平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)2014年建塔楼  -  科学城', '760万', '单价37613元/平米')
('https://image1.ljcdn.com/440100-inspection/c1b7065c-025b-4d5e-88b3-3f511eb55054.jpg.296x216.jpg', '悦涛雅苑 精装大三房 望花园安静不吵', '悦涛雅苑  | 3室2厅 | 94.65平米 | 北 | 其他 | 无电梯', '高楼层(共6层)2000年建塔楼  -  区府', '290万', '单价30640元/平米')
('https://image1.ljcdn.com/440100-inspection/874b0c19-0d85-4e0a-b725-de0865e51ab5.jpg.296x216.jpg', '林语山庄 精装三房 安静幽雅 交通便利', '保利林语山庄  | 4室2厅 | 184.6平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)塔楼  -  科学城', '620万', '单价33587元/平米')
('https://image1.ljcdn.com/440100-inspection/851f7f29-efbb-4df9-bcdd-d54008c70587.jpg.296x216.jpg', '萝岗金晖苑 2室1厅 155万', '萝岗金晖苑  | 2室1厅 | 64.21平米 | 南 | 其他 | 无电梯', '中楼层(共9层)2001年建塔楼  -  开发区', '155万', '单价24140元/平米')
('https://image1.ljcdn.com/440100-inspection/f08cbe36-19ba-4e40-bf18-d1af02a739fd.jpg.296x216.jpg', '宏康和园六期 二房两厅 过五年唯一', '宏康花园宏康和园  | 2室2厅 | 73.36平米 | 北 | 精装 | 有电梯', '中楼层(共15层)塔楼  -  开发东区', '178万', '单价24264元/平米')
('https://image1.ljcdn.com/440100-inspection/eb002ac6-71ed-46f5-b63f-cb249f11d652.jpg.296x216.jpg', '万科城市花园 南向 高层', '万科城市花园  | 3室1厅 | 90.4平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2003年建塔楼  -  区府', '360万', '单价39824元/平米')
('https://image1.ljcdn.com/440100-inspection/795a2d20-69ca-4727-824a-edd9ede2c577.jpg.296x216.jpg', '富春山居 东西对流 一梯一户 毛坯四房', '雅居乐富春山居  | 4室2厅 | 242平米 | 东 西 | 其他 | 有电梯', '中楼层(共25层)2014年建塔楼  -  科学城', '968万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/60101ea1-fefe-4b1b-8290-8dbaa82bbb04.jpg.296x216.jpg', '万科城市花园 方正二房 望花园', '万科城市花园  | 2室2厅 | 79.81平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2003年建塔楼  -  区府', '298万', '单价37339元/平米')
('https://image1.ljcdn.com/440100-inspection/da54e8f2-f54a-40af-81ce-d749a5d6207c.jpg.296x216.jpg', '明悦居 南北对流温馨两房 可改三房', '宏康花园六期明悦居  | 2室2厅 | 80.26平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)板楼  -  开发东区', '184万', '单价22926元/平米')
('https://image1.ljcdn.com/440100-inspection/a8fe18b4-47fb-4223-8117-efb696dfb597.jpg.296x216.jpg', '丰逸尚居 高层风景好 实用三房', '丰逸尚居  | 3室2厅 | 104.39平米 | 北 | 精装 | 有电梯', '高楼层(共29层)2012年建塔楼  -  区府', '350万', '单价33529元/平米')
('https://image1.ljcdn.com/440100-inspection/aa5e9c47-a04b-498f-9093-993a1fa8f61d.jpg.296x216.jpg', '万科东荟城 南向三房', '万科东荟城  | 3室2厅 | 96平米 | 南 | 简装 | 有电梯', '低楼层(共28层)2015年建塔楼  -  科学城', '308万', '单价32084元/平米')
('https://image1.ljcdn.com/440100-inspection/fde528bf-5752-4bcf-a763-18ba42f24110.jpg.296x216.jpg', '布局合理 户型方正 通风采光好 适合住家', '万科东荟城  | 3室2厅 | 102平米 | 西北 | 精装', '高楼层(共33层)塔楼  -  科学城', '343万', '单价33628元/平米')
('https://image1.ljcdn.com/440100-inspection/03cf9d20-cca9-4428-8a40-62cfae9782a8.jpg.296x216.jpg', '悦涛雅苑 保养好 户型方正', '悦涛雅苑  | 3室2厅 | 125平米 | 南 | 其他 | 有电梯', '中楼层(共13层)2000年建塔楼  -  区府', '400万', '单价32000元/平米')
('https://image1.ljcdn.com/440100-inspection/0f1e8578-956f-435f-a04a-af2fede5236d.jpg.296x216.jpg', '悦涛雅苑 家电齐南北通透', '悦涛雅苑  | 3室2厅 | 97.19平米 | 东南 | 简装 | 有电梯', '低楼层(共13层)2000年建塔楼  -  区府', '338万', '单价34778元/平米')
('https://image1.ljcdn.com/440100-inspection/a40ef6b4-dfc4-4b14-ba3b-020a2e285a28.jpg.296x216.jpg', '开创大道与开源大道交界处 中海誉城', '中海誉城北苑  | 2室2厅 | 76平米 | 北 | 其他 | 有电梯', '低楼层(共33层)塔楼  -  科学城', '210万', '单价27632元/平米')
('https://image1.ljcdn.com/440100-inspection/635c79fe-b7aa-48fc-8ee5-5d96713c9d15.jpg.296x216.jpg', '金逸雅居 格局方正三房 高层采光好', '金逸雅居  | 3室1厅 | 100平米 | 东北 | 简装 | 有电梯', '高楼层(共17层)2006年建塔楼  -  区府', '365万', '单价36500元/平米')
('https://image1.ljcdn.com/440100-inspection/1aba5c52-87ff-4acc-b4ba-6fd40c116af4.jpg.296x216.jpg', '林语山庄 南向2房 安静望花园', '保利林语山庄6区  | 2室2厅 | 88平米 | 西北 | 其他 | 有电梯', '高楼层(共28层)塔楼  -  科学城', '315万', '单价35796元/平米')
('https://image1.ljcdn.com/440100-inspection/f492dc41-3d0b-4366-bfc3-78cb736ffcd2.jpg.296x216.jpg', '中海誉城南苑 实用两房', '中海誉城南苑  | 2室1厅 | 70.58平米 | 北 | 其他 | 有电梯', '中楼层(共33层)2015年建塔楼  -  科学城', '197万', '单价27912元/平米')
('https://image1.ljcdn.com/440100-inspection/950dd3b7-6ded-4af3-b40f-15454c5cef69.jpg.296x216.jpg', '荔园小区 实用三房 采光好', '荔园小区  | 3室1厅 | 65.63平米 | 西 | 精装 | 无电梯', '中楼层(共9层)1995年建塔楼  -  区府', '218万', '单价33217元/平米')
('https://image1.ljcdn.com/440100-inspection/78a34cd6-870b-4dbd-bf7a-5e18cee3938e.jpg.296x216.jpg', '红山派出所宿舍 中层实用两房 格局方正', '海安小区  | 2室2厅 | 84平米 | 南 北 | 精装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  区府', '232万', '单价27620元/平米')
('https://image1.ljcdn.com/440100-inspection/1181ac5d-fc67-474d-b21b-8966550b953d.jpg.296x216.jpg', '红山派出所 户型方正 中楼层', '海安小区  | 3室2厅 | 83.8平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1998年建塔楼  -  区府', '215万', '单价25657元/平米')
('', '金碧世纪花园 一期南向厅直出两房', '金碧世纪花园  | 2室2厅 | 69.54平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2004年建塔楼  -  区府', '260万', '单价37389元/平米')
('https://image1.ljcdn.com/440100-inspection/179ed38e-3ea1-4cc1-8e15-f21ec86a61e6.jpg.296x216.jpg', '万科金色悦府 南向精装大三房 地铁五号线', '万科金色悦府  | 3室2厅 | 100.1平米 | 南 北 | 精装 | 有电梯', '低楼层(共31层)2014年建塔楼  -  区府', '410万', '单价40960元/平米')
('https://image1.ljcdn.com/440100-inspection/d8a4ea6f-545f-4809-940c-80ef658380c2.jpg.296x216.jpg', '乙烯大院，低层两房，双阳台 小区安静', '乙烯大院  | 2室1厅 | 79.1平米 | 东南 | 简装 | 无电梯', '低楼层(共8层)1998年建塔楼  -  区府', '242万', '单价30595元/平米')
('https://image1.ljcdn.com/440100-inspection/477977b1-7c92-4d6a-885c-d8dfee2a5c1c.jpg.296x216.jpg', '宏康花园 三房 中楼层 景观好', '宏康花园四期康慧苑  | 3室1厅 | 102.29平米 | 南 北 | 简装', '中楼层(共7层)塔楼  -  开发东区', '220万', '单价21508元/平米')
('https://image1.ljcdn.com/440100-inspection/93305631-3c97-4459-b85b-02b0a73b8821.jpg.296x216.jpg', '黄埔低楼层  精装两房 小区环境好', '黄埔职业技校教师楼  | 2室2厅 | 84.38平米 | 南 | 简装 | 无电梯', '低楼层(共6层)塔楼  -  开发区', '188万', '单价22281元/平米')
('https://image1.ljcdn.com/440100-inspection/4de3d59a-d437-4a93-a155-81eee677eb82.jpg.296x216.jpg', '万科东荟城 南向三房', '万科东荟城  | 3室1厅 | 96.19平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2015年建塔楼  -  科学城', '330万', '单价34308元/平米')
('', '双岗地铁口 采光通风 格局方正', '文船生活区西区  | 1室1厅 | 39.58平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1999年建板楼  -  区府', '80万', '单价20213元/平米')
('', '万达公寓  精装单间\u3000交通便利 生活便利', '萝岗万达广场  | 1室0厅 | 55.85平米 | 南 | 精装', '中楼层(共28层)塔楼  -  科学城', '112万', '单价20054元/平米')
('https://image1.ljcdn.com/440100-inspection/a9731e31-28d2-4734-8a70-0893fc65921f.jpg.296x216.jpg', '新世纪花园 户型方正 采光通风好', '新世纪花苑  | 2室2厅 | 78.82平米 | 南 | 简装 | 无电梯', '中楼层(共9层)1995年建塔楼  -  区府', '208万', '单价26390元/平米')
('https://image1.ljcdn.com/440100-inspection/3913be5b-973e-4722-b55a-1ae593c933d0.jpg.296x216.jpg', '丰乐小区 格局方正两房 交通方便', '丰乐小区111号大院  | 2室1厅 | 75平米 | 南 | 简装 | 无电梯', '中楼层(共8层)塔楼  -  区府', '225万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/1be99655-cfca-4b3e-a6e0-43c447386ade.jpg.296x216.jpg', '荔园小区 格局方正 配套成熟', '荔园小区  | 3室2厅 | 102平米 | 南 | 精装 | 无电梯', '低楼层(共8层)1995年建塔楼  -  区府', '295万', '单价28922元/平米')
('https://image1.ljcdn.com/440100-inspection/975af0de-ed3d-4175-8900-969340e1f674.jpg.296x216.jpg', '怡港花园 中楼层大三房', '怡港花园  | 3室2厅 | 105平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1999年建塔楼  -  区府', '350万', '单价33334元/平米')
('', '金碧世纪花园 南向两房 诚心放卖', '金碧世纪花园  | 2室2厅 | 69平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2004年建塔楼  -  区府', '260万', '单价37682元/平米')
('https://image1.ljcdn.com/440100-inspection/64ee9849-66cf-42ef-bde5-c5214c192d67.jpg.296x216.jpg', '金碧世纪花园 温馨三房 安静望花园', '金碧世纪花园  | 3室2厅 | 100平米 | 北 | 其他 | 有电梯', '低楼层(共17层)2004年建塔楼  -  区府', '370万', '单价37000元/平米')
('https://image1.ljcdn.com/440100-inspection/2770cdac-2355-411d-9ff1-5ffcd689f2cc.jpg.296x216.jpg', '科城山庄 5室2厅 880万', '科城山庄  | 5室2厅 | 238.94平米 | 南 | 其他 | 有电梯', '低楼层(共12层)2012年建塔楼  -  科学城', '880万', '单价36830元/平米')
('https://image1.ljcdn.com/440100-inspection/df1d5140-0a71-4ef6-bea4-bca48597ad8f.jpg.296x216.jpg', '怡园小区  南向大两房 采光通风好', '怡园小区  | 2室1厅 | 78.09平米 | 南 | 精装 | 无电梯', '中楼层(共8层)1992年建塔楼  -  区府', '268万', '单价34320元/平米')
('https://image1.ljcdn.com/440100-inspection/46567887-261f-4a4d-994e-18e26bb23086.jpg.296x216.jpg', '文船生活区 南向大三房 中楼层', '文船生活区东区  | 3室2厅 | 85平米 | 东 西 | 简装 | 无电梯', '中楼层(共5层)1999年建塔楼  -  区府', '212万', '单价24942元/平米')
('https://image1.ljcdn.com/440100-inspection/58ee6d30-79b0-4dfc-9024-9cdff2d6540d.jpg.296x216.jpg', '金色悦府 南向高层三房 楼龄新净', '万科金色悦府  | 3室2厅 | 100平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2014年建塔楼  -  区府', '410万', '单价41000元/平米')
('https://image1.ljcdn.com/440100-inspection/5cad7955-a6ce-4d95-9105-4a69bf7066ae.jpg.296x216.jpg', '悦时代花园 精装电梯大三房 地铁五号线', '悦时代花园心悦湾  | 3室1厅 | 121.44平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2013年建塔楼  -  区府', '450万', '单价37056元/平米')
('https://image1.ljcdn.com/440100-inspection/22aae273-5345-4b90-ae10-a38a6895cc95.jpg.296x216.jpg', '水韵翔庭 3室2厅 230万', '水韵翔庭  | 3室2厅 | 84.39平米 | 南 | 其他', '高楼层(共18层)塔楼  -  开发区', '230万', '单价27255元/平米')
('https://image1.ljcdn.com/440100-inspection/1f621caa-1ff4-492c-905b-eae2c11c9509.jpg.296x216.jpg', '万科城市花园 五号线物业 户型方正', '万科城市花园  | 2室2厅 | 75.08平米 | 西北 | 简装 | 有电梯', '高楼层(共11层)2003年建塔楼  -  区府', '295万', '单价39292元/平米')
('https://image1.ljcdn.com/440100-inspection/5c465038-0137-4698-b5d9-a052bc08c1d1.jpg.296x216.jpg', '东澳广场 成熟楼盘 繁华地', '东澳广场  | 3室2厅 | 92平米 | 南 西北 东北 | 简装', '中楼层(共18层)塔楼  -  开发东区', '193万', '单价20979元/平米')
('https://image1.ljcdn.com/440100-inspection/ba87d4d5-6d90-443e-8659-2dc0547b560b.jpg.296x216.jpg', '蟹山远洋宿舍 2室1厅 165万', '蟹山远洋宿舍  | 2室1厅 | 52.76平米 | 南 | 简装 | 无电梯', '高楼层(共5层)2001年建板楼  -  区府', '165万', '单价31274元/平米')
('https://image1.ljcdn.com/440100-inspection/7dbefb0c-731d-425b-aaf1-29f1232d0d96.jpg.296x216.jpg', '万科城市花园 温馨三房 交通便利', '万科城市花园  | 3室2厅 | 96.73平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2003年建塔楼  -  区府', '365万', '单价37734元/平米')
('https://image1.ljcdn.com/440100-inspection/a66fd14e-0f0d-4da8-b0b1-28b56c897e28.jpg.296x216.jpg', '雅居乐富春山居 奢华3房 南北对流', '雅居乐富春山居  | 3室2厅 | 133.93平米 | 南 | 毛坯 | 有电梯', '中楼层(共21层)2014年建塔楼  -  科学城', '490万', '单价36587元/平米')
('https://image1.ljcdn.com/440100-inspection/b4c5d29a-279e-4b16-b8eb-365b9d2ada4b.jpg.296x216.jpg', '悦涛雅苑 3室2厅 335万', '悦涛雅苑  | 3室2厅 | 86.28平米 | 东北 | 简装 | 有电梯', '高楼层(共13层)2000年建塔楼  -  区府', '335万', '单价38828元/平米')
('https://image1.ljcdn.com/440100-inspection/77d3ed31-24bd-461d-81c9-5bd6fd0d70ac.jpg.296x216.jpg', '高层景观三房 户型方正实用 无遮挡带大阳台', '龙光峰景华庭  | 3室2厅 | 86.76平米 | 东北 | 简装 | 有电梯', '高楼层(共18层)2009年建塔楼  -  科学城', '275万', '单价31697元/平米')
('https://image1.ljcdn.com/440100-inspection/995df9df-e478-4bd2-8a18-21d465896162.jpg.296x216.jpg', '黄埔花园 精装修 2房一厅', '黄埔花园  | 2室2厅 | 89.24平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2011年建塔楼  -  区府', '355万', '单价39781元/平米')
('https://image1.ljcdn.com/440100-inspection/ecba4aa4-0f04-415c-8a4a-20c9d057f39b.jpg.296x216.jpg', '金碧世纪花园 两房带大平台 装修保养好', '金碧世纪花园  | 2室1厅 | 65平米 | 北 | 简装 | 有电梯', '低楼层(共32层)2004年建塔楼  -  区府', '255万', '单价39231元/平米')
('https://image1.ljcdn.com/440100-inspection/8436b7a3-bfd0-4181-b2dc-9c34db4a79de.jpg.296x216.jpg', '丰逸尚居 温馨电梯两房 楼龄新', '丰逸尚居  | 2室1厅 | 64平米 | 南 | 精装 | 有电梯', '中楼层(共29层)2012年建塔楼  -  区府', '248万', '单价38750元/平米')
('https://image1.ljcdn.com/440100-inspection/3486c3a6-0734-4a49-aae0-85f5beee9cc0.jpg.296x216.jpg', '荔园小区，户型方正，配套成熟', '荔园小区  | 2室2厅 | 78.46平米 | 南 | 精装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  区府', '255万', '单价32501元/平米')
('https://image1.ljcdn.com/440100-inspection/81b62cb5-e543-417d-aa4f-87208c88baf3.jpg.296x216.jpg', '港前路 两房一厅', '港前路  | 2室1厅 | 56.95平米 | 南 | 毛坯 | 无电梯', '中楼层(共7层)1995年建塔楼  -  区府', '150万', '单价26339元/平米')
('https://image1.ljcdn.com/440100-inspection/759ad6f6-88a4-4c4c-93ab-f4be55bde21d.jpg.296x216.jpg', '火电生活区 南北对流 格局方正', '黄电新村  | 3室2厅 | 87平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  开发区', '200万', '单价22989元/平米')
('https://image1.ljcdn.com/440100-inspection/57a01aa3-bead-4dd1-9675-579a0eee18a0.jpg.296x216.jpg', '东苑小区 温馨四房 带怡园校区', '东苑小区  | 4室2厅 | 123.75平米 | 南 | 简装 | 有电梯', '高楼层(共17层)2000年建塔楼  -  区府', '428万', '单价34586元/平米')
('https://image1.ljcdn.com/440100-inspection/92e803e0-443a-4605-8260-42f74b2d32d7.jpg.296x216.jpg', '荔香花园 中楼层一房 格局方正', '荔香花园  | 1室1厅 | 41.54平米 | 东 | 简装 | 无电梯', '中楼层(共9层)1996年建塔楼  -  区府', '135万', '单价32499元/平米')
('https://image1.ljcdn.com/440100-inspection/cda7dc8a-fde5-4f7c-a7fa-c2df2abcf1c4.jpg.296x216.jpg', '银丰小区 舒适3房 保养新净 南北通透', '银丰花园银丰二街  | 3室2厅 | 100.92平米 | 南 北 | 精装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  区府', '350万', '单价34681元/平米')
('https://image1.ljcdn.com/440100-inspection/fd1504e0-de69-45cd-a6b9-9e7ea0bbe6f5.jpg.296x216.jpg', '万科新里程 精三房 环境优美舒适 安静不吵 交通便利', '万科新里程  | 3室2厅 | 88.86平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2009年建塔楼  -  科学城', '350万', '单价39388元/平米')
('https://image1.ljcdn.com/440100-inspection/b4d28fa9-f6c8-47e2-b70c-bb38678695e1.jpg.296x216.jpg', '金丽园大三房 格局方正 采光好 安静不吵', '金丽园  | 3室2厅 | 100.55平米 | 东北 | 简装 | 无电梯', '高楼层(共9层)1997年建塔楼  -  区府', '275万', '单价27350元/平米')
('https://image1.ljcdn.com/440100-inspection/ba63d1ef-01f4-471e-94ef-ed632e78e6e4.jpg.296x216.jpg', '荔香花园 3室2厅 260万', '荔香花园  | 3室2厅 | 88.46平米 | 北 | 其他 | 无电梯', '高楼层(共9层)1996年建塔楼  -  区府', '260万', '单价29392元/平米')
('https://image1.ljcdn.com/440100-inspection/9b9abbb7-81da-4ee1-952d-f2ed31cab92c.jpg.296x216.jpg', '万科金色悦府 三房南向 保养好', '万科金色悦府  | 3室2厅 | 89.08平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2014年建塔楼  -  区府', '375万', '单价42097元/平米')
('https://image1.ljcdn.com/440100-inspection/7b283879-6c62-4207-958c-bac062f71dce.jpg.296x216.jpg', '龙光峰景华庭 2室2厅 230万', '龙光峰景华庭  | 2室2厅 | 81.75平米 | 东北 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  科学城', '230万', '单价28135元/平米')
('https://image1.ljcdn.com/440100-inspection/ec1d160d-1f7d-432c-ac35-e1ed736e7da9.jpg.296x216.jpg', '黄埔花园 精装修两房 采光通风好', '黄埔花园  | 2室2厅 | 84平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2011年建塔楼  -  区府', '360万', '单价42858元/平米')
('https://image1.ljcdn.com/440100-inspection/f43f5db7-4268-47ec-9c3d-b4151cacc0a7.jpg.296x216.jpg', '文船生活区西区 4室2厅 189万', '文船生活区西区  | 4室2厅 | 89.86平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1999年建板楼  -  区府', '189万', '单价21033元/平米')
('https://image1.ljcdn.com/440100-inspection/ace200b9-0985-4bfd-91e4-b6709708d38b.jpg.296x216.jpg', '荔园小区 格局方正 配套成熟 南向', '荔园小区  | 3室1厅 | 85.98平米 | 南 | 简装 | 无电梯', '中楼层(共8层)1995年建塔楼  -  区府', '268万', '单价31171元/平米')
('https://image1.ljcdn.com/440100-inspection/f987b8c4-187b-44ab-8497-1e833d9b42d1.jpg.296x216.jpg', '祥辉苑 3室2厅 256万', '祥辉苑  | 3室2厅 | 88.61平米 | 东南 | 其他 | 无电梯', '中楼层(共10层)塔楼  -  区府', '256万', '单价28891元/平米')
('https://image1.ljcdn.com/440100-inspection/9a69973f-7c74-4f2a-82d0-06164a0b9064.jpg.296x216.jpg', '金碧世纪花园 精致两房 四期单位', '金碧世纪花园  | 2室1厅 | 65平米 | 北 | 精装 | 有电梯', '高楼层(共32层)2004年建塔楼  -  区府', '249万', '单价38308元/平米')
('https://image1.ljcdn.com/440100-inspection/b55595dc-0793-487b-b082-c4c5c1237ac1.jpg.296x216.jpg', '黄埔花园 高层三房 格局方正 四期楼盘', '黄埔花园  | 3室2厅 | 90.18平米 | 西 | 简装 | 有电梯', '高楼层(共24层)2011年建塔楼  -  区府', '388万', '单价43026元/平米')
('https://image1.ljcdn.com/440100-inspection/e55aff1f-c406-4a76-86a6-2ff90e196bd6.jpg.296x216.jpg', '怡港花园 温馨两房 电梯房', '怡港花园  | 2室1厅 | 81.5平米 | 东北 | 简装 | 有电梯', '中楼层(共11层)1999年建塔楼  -  区府', '325万', '单价39878元/平米')
