('https://image1.ljcdn.com/440100-inspection/ecd5e07c-7366-49a6-9dad-f038f17b543f.JPG.296x216.jpg', '富力金港城 精装双证四房', '富力金港城  | 4室2厅 | 80.92平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2012年建塔楼  -  花东镇', '105万', '单价12976元/平米')
('https://image1.ljcdn.com/440100-inspection/2a001555-dfba-4baf-9d32-c2076b80c06c.JPG.296x216.jpg', '祈福万景峰 配套成熟 格局好 采光好', '祈福万景峰  | 2室1厅 | 59.19平米 | 北 | 其他', '高楼层(共27层)塔楼  -  铁路西', '136万', '单价22977元/平米')
('https://image1.ljcdn.com/440100-inspection/5714c500-9538-41fa-a1e4-c54b1e28a33d.JPG.296x216.jpg', '建设北路 精装大三房 保养好 交通便利', '建设北路  | 3室2厅 | 122.86平米 | 南 | 精装 | 无电梯', '低楼层(共8层)板楼  -  旧区', '150万', '单价12210元/平米')
('https://image1.ljcdn.com/440100-inspection/407e2756-def0-43f0-8eee-12dd175564eb.JPG.296x216.jpg', '祈福万景峰 2室1厅 165万', '祈福万景峰  | 2室1厅 | 77.42平米 | 北 | 其他', '高楼层(共27层)塔楼  -  铁路西', '165万', '单价21313元/平米')
('', '云珠花园 2室2厅 230万', '云珠花园  | 2室2厅 | 83.81平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2005年建塔楼  -  旧区', '230万', '单价27444元/平米')
('https://image1.ljcdn.com/440100-inspection/d755ccd3-ce47-43a7-ae79-661b81408d25.jpg.296x216.jpg', '翠华花园绿茵苑 3室2厅 230万', '翠华花园绿茵苑  | 3室2厅 | 94.24平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2012年建塔楼  -  铁路西', '230万', '单价24406元/平米')
('https://image1.ljcdn.com/440100-inspection/e4471cec-570e-4f37-8014-ff4c093866f0.JPG.296x216.jpg', '云峰花园4期 3室2厅 255万', '云峰花园4期  | 3室2厅 | 103.07平米 | 北 | 精装 | 有电梯', '低楼层(共11层)2012年建塔楼  -  旧区', '255万', '单价24741元/平米')
('https://image1.ljcdn.com/440100-inspection/dd006955-324c-49d0-98f7-9a734d59e623.JPG.296x216.jpg', '花都花山合裕华亭 精装3房 70万装修 带100平花园', '合裕华亭  | 3室2厅 | 119.3平米 | 南 | 精装', '低楼层(共7层)板楼  -  花山镇', '168万', '单价14083元/平米')
('https://image1.ljcdn.com/440100-inspection/ed7971d6-f2b3-4298-bba4-a753e1f49747.JPG.296x216.jpg', '富力金港城 3室2厅 200万', '富力金港城  | 3室2厅 | 132.86平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2012年建塔楼  -  花东镇', '200万', '单价15054元/平米')
('https://image1.ljcdn.com/440100-inspection/8a95a3ab-db15-4186-ac50-fcd63e7bfcda.jpg.296x216.jpg', '祈福辉煌台 3室2厅 196万', '祈福辉煌台  | 3室2厅 | 109平米 | 南 北 | 其他 | 有电梯', '中楼层(共28层)2009年建塔楼  -  铁路西', '196万', '单价17982元/平米')
('https://image1.ljcdn.com/440100-inspection/2f372dd8-9155-4247-86e1-5a5a847b3dec.jpg.296x216.jpg', '合景天湖峰境电梯三房高层视野开阔', '合景天湖峰境  | 3室2厅 | 115平米 | 北 | 其他', '高楼层(共29层)2010年建塔楼  -  北兴镇', '120万', '单价10435元/平米')
('https://image1.ljcdn.com/440100-inspection/c0e2ec7a-e09d-477b-84e0-522dc06909ef.jpg.296x216.jpg', '合景天湖峰境精装三房高层 双证共120万', '合景天湖峰境  | 3室2厅 | 115平米 | 北 | 其他', '高楼层(共29层)2010年建塔楼  -  北兴镇', '120万', '单价10435元/平米')
('https://image1.ljcdn.com/440100-inspection/8184f823-6ad8-4527-a9e1-945908215c29.JPG.296x216.jpg', '雅居乐锦城 舒适三房', '雅居乐锦城花语集  | 3室2厅 | 100.18平米 | 东北 | 其他 | 有电梯', '低楼层(共27层)2008年建塔楼  -  铁路西', '210万', '单价20963元/平米')
('https://image1.ljcdn.com/440100-inspection/36e897dc-2794-488d-96aa-546d4d6e7c32.jpg.296x216.jpg', '新花街  舒适三房 交通便利', '商业大道新花街  | 3室2厅 | 98.98平米 | 南 北 | 其他', '高楼层(共6层)塔楼  -  旧区', '125万', '单价12629元/平米')
('https://image1.ljcdn.com/440100-inspection/ee779a87-11c8-4cb7-8440-099cab077404.JPG.296x216.jpg', '豪利花园 3室2厅 300万', '豪利花园  | 3室2厅 | 141平米 | 东南 | 精装 | 有电梯', '中楼层(共12层)2002年建塔楼  -  新区', '300万', '单价21277元/平米')
('https://image1.ljcdn.com/440100-inspection/27291a92-de2f-46e4-8b7c-4cc0d9bd2f93.jpg.296x216.jpg', '富力金港城 精装修户型 南北对流 方正实用三房', '富力金港城  | 3室2厅 | 124.88平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2013年建塔楼  -  花东镇', '210万', '单价16817元/平米')
('https://image1.ljcdn.com/440100-inspection/945c1ec2-ca1c-49f0-905d-3aee4374ec80.JPG.296x216.jpg', '富力金港城 南北通透双阳台 带花园两房', '富力金港城  | 2室1厅 | 84.13平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2013年建塔楼  -  花东镇', '138万', '单价16404元/平米')
('https://image1.ljcdn.com/440100-inspection/14675e7c-ac4c-4565-913a-45b2aa6aea79.jpg.296x216.jpg', '合和新城 电梯两房（可改三房） 毛坯 高层 采光好', '合和新城  | 2室2厅 | 93平米 | 东北 | 毛坯 | 有电梯', '高楼层(共15层)2011年建塔楼  -  旧区', '208万', '单价22366元/平米')
('https://image1.ljcdn.com/440100-inspection/7a5dcd8e-8731-4937-a313-6bd0bc25d8b3.JPG.296x216.jpg', '合和新城一期，北向户型，3房2卫，', '合和新城  | 3室2厅 | 130.36平米 | 北 | 其他', '中楼层(共15层)2006年建塔楼  -  旧区', '265万', '单价20329元/平米')
('https://image1.ljcdn.com/440100-inspection/ddd20793-fbf8-42f1-b081-a753a0616576.JPG.296x216.jpg', '合和新城 3室2厅 275万', '合和新城  | 3室2厅 | 96.44平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2011年建塔楼  -  旧区', '275万', '单价28516元/平米')
('https://image1.ljcdn.com/440100-inspection/8b2b3ef1-8ba6-46c7-b83b-e5e8937b888d.JPG.296x216.jpg', '平步大道 雅宝新城亚瑟公馆 舒适大三房', '雅宝新城亚瑟公馆  | 3室2厅 | 140.95平米 | 南 | 其他 | 有电梯', '低楼层(共19层)2012年建塔楼  -  狮岭', '253万', '单价17950元/平米')
('https://image1.ljcdn.com/440100-inspection/849e86dd-bec5-4e1a-a8c0-d39b1eae8060.JPG.296x216.jpg', '富力金港城 2室1厅 63万', '富力金港城  | 2室1厅 | 79平米 | 北 | 其他 | 有电梯', '中楼层(共19层)塔楼  -  花东镇', '63万', '单价7975元/平米')
('https://image1.ljcdn.com/440100-inspection/d064a6ea-514e-4e5a-848c-55eafeea8f7c.JPG.296x216.jpg', '富力金港城 电梯三房 户型方正 望花园', '富力金港城  | 3室2厅 | 126平米 | 北 | 其他 | 有电梯', '高楼层(共16层)2013年建塔楼  -  花东镇', '215万', '单价17064元/平米')
('https://image1.ljcdn.com/440100-inspection/4254f85b-3f7f-41fe-8c77-11b537086f64.JPG.296x216.jpg', '城央御景 3室2厅 224万', '城央御景  | 3室2厅 | 93.34平米 | 北 | 其他 | 有电梯', '中楼层(共17层)2012年建塔楼  -  铁路西', '224万', '单价23999元/平米')
('https://image1.ljcdn.com/440100-inspection/140d7e6d-95f3-4e95-8cf8-a4d086d378e2.JPG.296x216.jpg', '祈福生活无限 3室2厅 370万', '祈福生活无限  | 3室2厅 | 127.94平米 | 南 | 精装 | 有电梯', '中楼层(共23层)2010年建塔楼  -  旧区', '370万', '单价28920元/平米')
('https://image1.ljcdn.com/440100-inspection/34c3c77a-548f-4ef5-bffe-468cbfe88f32.JPG.296x216.jpg', '翠华花园 3室2厅 189万', '翠华花园  | 3室2厅 | 108平米 | 北 | 其他', '中楼层(共7层)塔楼  -  铁路西', '189万', '单价17500元/平米')
('https://image1.ljcdn.com/440100-inspection/3b707527-e3fd-4e54-92e1-657106107e57.JPG.296x216.jpg', '骊雅居 2室2厅 195万', '骊雅居  | 2室2厅 | 80.86平米 | 东 东北 | 其他 | 有电梯', '中楼层(共19层)塔楼  -  旧区', '195万', '单价24116元/平米')
('https://image1.ljcdn.com/440100-inspection/b718377f-197c-4631-a847-139680888244.JPG.296x216.jpg', '富力金港城 电梯高层 精装修两房', '富力金港城  | 2室2厅 | 80.46平米 | 北 | 其他 | 有电梯', '高楼层(共11层)2010年建塔楼  -  花东镇', '120万', '单价14915元/平米')
('https://image1.ljcdn.com/440100-inspection/70e0134c-ad95-48c9-92d7-bc377de5dee1.jpg.296x216.jpg', '风神公社 毛坯3房出售', '风神公社  | 4室2厅 | 149.34平米 | 南 | 其他 | 有电梯', '低楼层(共11层)塔楼  -  新区', '240万', '单价16071元/平米')
('https://image1.ljcdn.com/440100-inspection/256b38e9-cc96-4500-8fb9-d105fdb69020.JPG.296x216.jpg', '云峰花园2期 3室2厅 260万', '云峰花园2期  | 3室2厅 | 111.81平米 | 东北 | 毛坯 | 有电梯', '中楼层(共11层)塔楼  -  旧区', '260万', '单价23254元/平米')
