('https://image1.ljcdn.com/440100-inspection/5c157d5b-f36a-4697-9ea4-009fa6a0102d.JPG.296x216.jpg', '鸿福花园 3室2厅 200万', '鸿福花园  | 3室2厅 | 95平米 | 南 北 | 简装 | 无电梯', '中楼层(共8层)1996年建塔楼  -  市桥', '200万', '单价21053元/平米')
('https://image1.ljcdn.com/440100-inspection/17a67730-daa8-4e42-8840-ad0b4e0b8267.jpg.296x216.jpg', '富豪山庄 复式两层 装修保养好', '富豪山庄聚龙华庭  | 7室2厅 | 204.1平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2013年建板楼  -  祈福', '500万', '单价24498元/平米')
('https://image1.ljcdn.com/440100-inspection/40a11286-a50f-4fa3-88a4-8e5a550b7a3e.jpg.296x216.jpg', '侨宫苑 2房1厅 厅直出阳台 采光通风', '侨宫苑  | 2室1厅 | 78平米 | 南 | 其他', '高楼层(共8层)塔楼  -  市桥', '130万', '单价16667元/平米')
('https://image1.ljcdn.com/440100-inspection/9c0b2020-ecb0-453f-b095-7f5c1d8ad801.jpg.296x216.jpg', '江南大厦 2房 电梯楼', '江南大厦  | 2室1厅 | 76.3平米 | 东 | 简装 | 有电梯', '中楼层(共19层)1996年建塔楼  -  市桥', '185万', '单价24247元/平米')
('https://image1.ljcdn.com/440100-inspection/965e40f4-8294-4644-84b0-ccbf7546f0af.jpg.296x216.jpg', '南向望花园刚需两房 看房随时 电梯中高层无遮挡', '盛恒家园  | 2室2厅 | 71平米 | 南 | 精装 | 有电梯', '中楼层(共11层)塔楼  -  亚运大道中', '195万', '单价27465元/平米')
('https://image1.ljcdn.com/440100-inspection/test-9950b634-8b10-4bfb-b8f0-740e5c4e6801.png.296x216.jpg', '信联大厦 3室2厅 233万', '信联大厦  | 3室2厅 | 92.8平米 | 南 | 其他', '中楼层(共8层)1997年建塔楼  -  市桥', '233万', '单价25108元/平米')
('https://image1.ljcdn.com/440100-inspection/07d267a1-318e-460e-a683-ccc984ad468e.jpg.296x216.jpg', '富丽广场 小区中部位置 望花园 全明采光好 近地铁公园', '富丽家园富丽广场  | 2室2厅 | 87.02平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2001年建塔楼  -  大石', '258万', '单价29649元/平米')
('https://image1.ljcdn.com/440100-inspection/efbe6b91-098e-41d4-84e0-685d6904c1c1.JPG.296x216.jpg', '华南碧桂园翠云山 5室2厅 750万', '华南碧桂园翠云山  | 5室2厅 | 200.91平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2001年建塔楼  -  雅居乐', '750万', '单价37331元/平米')
('https://image1.ljcdn.com/440100-inspection/30cb9304-ffe1-4687-baf4-920297c23175.jpg.296x216.jpg', '雅居乐城南源著 3室2厅 320万', '雅居乐城南源著  | 3室2厅 | 95.23平米 | 北 | 其他 | 有电梯', '中楼层(共11层)2013年建塔楼  -  沙湾', '320万', '单价33603元/平米')
('https://image1.ljcdn.com/440100-inspection/bcc8835e-69fd-49f4-a240-2d7cda1f3a53.jpg.296x216.jpg', '金海岸花园金石碧苑 3室2厅 295万', '金海岸花园金石碧苑  | 3室2厅 | 98.1平米 | 北 | 其他 | 无电梯', '中楼层(共6层)2002年建塔楼  -  市桥东', '295万', '单价30072元/平米')
('https://image1.ljcdn.com/440100-inspection/000bbecf-4425-4e5c-8786-053d5328b774.jpg.296x216.jpg', '东方花园 温馨两房  小区环境舒适', '东方花园3区  | 2室1厅 | 66平米 | 南 北 | 简装 | 无电梯', '中楼层(共8层)2002年建塔楼  -  市桥', '177万', '单价26819元/平米')
('https://image1.ljcdn.com/440100-inspection/84679654-599e-4e42-95f0-a7ed82a477c5.JPG.296x216.jpg', '南国奥林匹克花园北奥二路 3室2厅 360万', '南国奥林匹克花园北奥二路  | 3室2厅 | 102.5平米 | 北 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  汉溪', '360万', '单价35122元/平米')
('https://image1.ljcdn.com/440100-inspection/cec4e33c-b0ab-47e1-b66d-dd0fe83e48db.JPG.296x216.jpg', '金业花园翠湖居 3室2厅 239万', '金业花园翠湖居  | 3室2厅 | 84.9平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建塔楼  -  沙湾', '239万', '单价28151元/平米')
('https://image1.ljcdn.com/440100-inspection/7bcfb64e-7147-45c4-a9b7-748f2fd56ec5.jpg.296x216.jpg', '祈福新村 晓峰园 大两房 保养好', '祈福新村晓峰园  | 2室2厅 | 84.23平米 | 北 | 精装 | 有电梯', '高楼层(共35层)2005年建塔楼  -  祈福', '258万', '单价30631元/平米')
('https://image1.ljcdn.com/440100-inspection/fa795753-cb1a-4004-8e55-a7697c181da0.jpg.296x216.jpg', '金业花园翠湖居 4室2厅 260万', '金业花园翠湖居  | 4室2厅 | 87.77平米 | 东南 | 精装 | 无电梯', '高楼层(共5层)1990年建塔楼  -  沙湾', '260万', '单价29623元/平米')
('https://image1.ljcdn.com/440100-inspection/140521fd-7828-42f3-8e1e-144635e75f24.JPG.296x216.jpg', '广州雅居乐花园一尺山居 3室2厅 380万', '广州雅居乐花园一尺山居  | 3室2厅 | 100平米 | 南 西 | 精装 | 有电梯', '低楼层(共23层)2010年建塔楼  -  雅居乐', '380万', '单价38000元/平米')
('https://image1.ljcdn.com/440100-inspection/8a3c3ecc-5df9-4276-a045-2ea1a16ca271.jpg.296x216.jpg', '朗陶居 3室2厅 220万', '朗陶居  | 3室2厅 | 84.9平米 | 北 | 其他 | 无电梯', '中楼层(共6层)2001年建塔楼  -  沙湾', '220万', '单价25913元/平米')
('https://image1.ljcdn.com/440100-inspection/2a81febd-a6a8-49fc-b057-ccff0eb4ff97.JPG.296x216.jpg', '鸿城花园 3室2厅 269万', '鸿城花园  | 3室2厅 | 107.3平米 | 东南 | 简装 | 有电梯', '低楼层(共28层)2000年建塔楼  -  市桥', '269万', '单价25070元/平米')
('https://image1.ljcdn.com/440100-inspection/382a44fb-cca2-4a10-895f-3da1fb990f4f.jpg.296x216.jpg', '南国奥林匹克花园悉尼 4室2厅 275万', '南国奥林匹克花园悉尼  | 4室2厅 | 93.67平米 | 西 | 其他 | 有电梯', '低楼层(共28层)2006年建塔楼  -  汉溪', '275万', '单价29359元/平米')
('https://image1.ljcdn.com/440100-inspection/b67e10d1-1c61-4ed5-9af3-5c940475ec4e.jpg.296x216.jpg', '南国奥林匹克花园悉尼 4室2厅 275万', '南国奥林匹克花园悉尼  | 4室2厅 | 90.78平米 | 西 | 精装 | 有电梯', '低楼层(共28层)2006年建塔楼  -  汉溪', '275万', '单价30294元/平米')
('https://image1.ljcdn.com/440100-inspection/dbd96573-db1b-4636-a251-de003ed39289.jpg.296x216.jpg', '朝阳西路 4室2厅 236万', '朝阳西路  | 4室2厅 | 108.9平米 | 南 | 精装 | 无电梯', '高楼层(共5层)1998年建塔楼  -  大石', '236万', '单价21672元/平米')
('https://image1.ljcdn.com/440100-inspection/0cca8bc4-e1c4-4f12-be52-b4caa4d940c2.JPG.296x216.jpg', '绿庭雅苑 4室2厅 230万', '绿庭雅苑  | 4室2厅 | 92.24平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2005年建塔楼  -  沙湾', '230万', '单价24935元/平米')
('https://image1.ljcdn.com/440100-inspection/4b9df2db-212e-40b2-967b-b27d9c92fcb2.JPG.296x216.jpg', '鑫隆世家 4室2厅 320万', '鑫隆世家  | 4室2厅 | 132平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)塔楼  -  石楼镇', '320万', '单价24243元/平米')
('https://image1.ljcdn.com/440100-inspection/31261a04-1245-4614-825d-25293d0580cd.JPG.296x216.jpg', '广州星河湾朗心园 3室2厅 510万', '广州星河湾朗心园  | 3室2厅 | 123平米 | 东南 西北 | 精装 | 有电梯', '低楼层(共9层)2001年建塔楼  -  星河湾', '510万', '单价41464元/平米')
('https://image1.ljcdn.com/440100-inspection/31534d24-e0a7-4c0c-91af-20ebb7a577c0.jpg.296x216.jpg', '丽江花园康城居 4室2厅 360万', '丽江花园康城居  | 4室2厅 | 120.3平米 | 东北 | 其他 | 有电梯', '低楼层(共9层)1999年建塔楼  -  南浦', '360万', '单价29926元/平米')
('https://image1.ljcdn.com/440100-inspection/b6ffdd67-bc88-4aec-b922-9b62856e5ad8.jpg.296x216.jpg', '尚贤坊 3室2厅 192万', '尚贤坊  | 3室2厅 | 96平米 | 北 | 其他 | 有电梯', '低楼层(共10层)2009年建塔楼  -  沙湾', '192万', '单价20000元/平米')
('https://image1.ljcdn.com/440100-inspection/142a8cb7-e52f-41a0-aa3f-e9a4b021d31e.jpg.296x216.jpg', '绿庭雅苑 3室2厅 250万', '绿庭雅苑  | 3室2厅 | 92.43平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2005年建塔楼  -  沙湾', '250万', '单价27048元/平米')
('https://image1.ljcdn.com/440100-inspection/b276886f-1d9b-40c4-9e3a-829d15bfe0af.JPG.296x216.jpg', '广州雅居乐花园雅逸庭 3室2厅 500万', '广州雅居乐花园雅逸庭  | 3室2厅 | 120平米 | 西南 | 精装 | 有电梯', '低楼层(共15层)2010年建塔楼  -  雅居乐', '500万', '单价41667元/平米')
('https://image1.ljcdn.com/440100-inspection/458a75bf-bb9c-4e69-a7ea-aa80d2b4ea2b.jpg.296x216.jpg', '锦绣香江花园玉兰园 4室2厅 1200万', '锦绣香江花园玉兰园  | 4室2厅 | 163平米 | 南 | 精装 | 无电梯', '3层板楼  -  汉溪', '1200万', '单价73620元/平米')
('https://image1.ljcdn.com/440100-inspection/4029a04e-7446-4eb2-8464-c0a1f6fade5d.JPG.296x216.jpg', '南国奥林匹克花园悉尼 3室2厅 410万', '南国奥林匹克花园悉尼  | 3室2厅 | 118平米 | 东北 | 精装 | 有电梯', '中楼层(共14层)2006年建塔楼  -  汉溪', '410万', '单价34746元/平米')
('https://image1.ljcdn.com/440100-inspection/40e1ba67-37cf-45b8-a5b3-c1cd3a77d0aa.jpg.296x216.jpg', '东方白云花园 3室2厅 310万', '东方白云花园  | 3室2厅 | 111.55平米 | 东 | 精装 | 有电梯', '低楼层(共11层)2002年建塔楼  -  市桥东', '310万', '单价27791元/平米')
('https://image1.ljcdn.com/440100-inspection/54d79d26-7a30-48c1-8624-ff1e7f96b6e6.jpg.296x216.jpg', '丽江花园丽岛翠苑 4室2厅 740万', '丽江花园丽岛翠苑  | 4室2厅 | 173.7平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2006年建塔楼  -  南浦', '740万', '单价42603元/平米')
('https://image1.ljcdn.com/440100-inspection/cb4b830b-cb81-470a-98d8-d57f4fe7b72f.jpg.296x216.jpg', '丽江花园康城居 2室1厅 215万', '丽江花园康城居  | 2室1厅 | 70.1平米 | 东北 | 精装 | 有电梯', '高楼层(共9层)1999年建塔楼  -  南浦', '215万', '单价30671元/平米')
('https://image1.ljcdn.com/440100-inspection/7efe4ef3-9636-4854-8545-a95323394e9a.jpg.296x216.jpg', '自在城市花园二期诺德中心城 2室2厅 260万', '自在城市花园二期诺德中心城  | 2室2厅 | 80.63平米 | 西南 | 精装 | 有电梯', '高楼层(共18层)2012年建塔楼  -  汉溪', '260万', '单价32247元/平米')
('https://image1.ljcdn.com/440100-inspection/ece82f1d-c293-465a-ac6d-b9426f7d3990.jpg.296x216.jpg', '尚东尚筑住宅 电梯精装一房 户型方正', '尚东尚筑  | 1室1厅 | 51.8平米 | 西 | 其他 | 有电梯', '低楼层(共15层)2011年建塔楼  -  市桥东', '175万', '单价33784元/平米')
('https://image1.ljcdn.com/440100-inspection/2907d8fc-1dd7-4dfe-bd99-7628e992abb6.JPG.296x216.jpg', '广州雅居乐花园雕刻时光 2室2厅 289万', '广州雅居乐花园雕刻时光  | 2室2厅 | 80平米 | 东北 | 其他 | 有电梯', '中楼层(共9层)2010年建塔楼  -  雅居乐', '289万', '单价36125元/平米')
('https://image1.ljcdn.com/440100-inspection/921af7b4-ac06-493e-81f1-20738e6dca52.jpg.296x216.jpg', '丽江花园康城居 2室2厅 215万', '丽江花园康城居  | 2室2厅 | 70.1平米 | 西南 | 其他 | 有电梯', '高楼层(共9层)1999年建塔楼  -  南浦', '215万', '单价30671元/平米')
('https://image1.ljcdn.com/440100-inspection/21d6dbfd-b120-486a-bed1-a7dc0a4b1247.JPG.296x216.jpg', '来福苑 3室1厅 175万', '来福苑  | 3室1厅 | 67平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2000年建塔楼  -  市桥', '175万', '单价26120元/平米')
('https://image1.ljcdn.com/440100-inspection/c9ed5106-bb92-41fd-bc8c-c9f1d9a759c6.JPG.296x216.jpg', '刚需两房，楼梯低层，地段好，位置安静。', '美心商贸城  | 2室2厅 | 47.8平米 | 南 | 精装', '中楼层(共5层)塔楼  -  市桥东', '88万', '单价18411元/平米')
('https://image1.ljcdn.com/440100-inspection/bc6ea2a1-0393-4ecf-a2a9-19a57298559c.JPG.296x216.jpg', '亚运城媒体南村 2室2厅 245万', '亚运城媒体南村  | 2室2厅 | 83.13平米 | 南 | 简装', '高楼层(共15层)塔楼  -  亚运城', '245万', '单价29472元/平米')
('https://image1.ljcdn.com/440100-inspection/a35b16c8-d96c-48a7-88d4-24c19c5ca9d9.jpg.296x216.jpg', '洛湖居 普装三房 温馨舒适 中间楼层', '芳华花园洛湖居  | 3室2厅 | 104.9平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1999年建塔楼  -  洛溪', '325万', '单价30982元/平米')
('https://image1.ljcdn.com/440100-inspection/test-cd54e23f-bdd7-4810-a30f-712407243665.png.296x216.jpg', '禺雅园 两房户型 南北通透', '禺雅园  | 2室2厅 | 72平米 | 南 | 其他', '高楼层(共7层)板楼  -  市桥', '155万', '单价21528元/平米')
('https://image1.ljcdn.com/440100-inspection/0d1872d2-013a-4104-abe1-75187a12cfb7.jpg.296x216.jpg', '自在城市花园电梯南向两房诚心出售', '自在城市花园  | 2室2厅 | 77平米 | 南 | 精装 | 有电梯', '低楼层(共10层)2004年建塔楼  -  汉溪', '215万', '单价27923元/平米')
('https://image1.ljcdn.com/440100-inspection/f1223a0d-e082-41b3-8994-be72273c03cf.JPG.296x216.jpg', '星河湾一期 逸心园 大三房 望泳池', '广州星河湾逸心园  | 3室2厅 | 129.9平米 | 北 | 简装 | 有电梯', '低楼层(共9层)2001年建塔楼  -  星河湾', '480万', '单价36952元/平米')
('https://image1.ljcdn.com/440100-inspection/1a99e0f2-de4e-4b0d-8297-fd0815c96411.jpg.296x216.jpg', '蝶舞轩南向三房 采光充足 保养好', '祈福新村蝶舞轩  | 3室2厅 | 80.63平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  祈福', '270万', '单价33487元/平米')
('https://image1.ljcdn.com/440100-inspection/128ed9ec-835d-4fe5-87d3-388634382a35.jpg.296x216.jpg', '丽江花园华林居 2室2厅 250万', '丽江花园华林居  | 2室2厅 | 84.1平米 | 西南 | 其他 | 无电梯', '中楼层(共5层)1998年建塔楼  -  南浦', '250万', '单价29727元/平米')
('https://image1.ljcdn.com/440100-inspection/c2e41a41-be6f-45f5-a7b9-5024cd2ee547.JPG.296x216.jpg', '海晴居 三楼 二房 位置安静 过五年 方便看房', '祈福新村海晴居  | 2室2厅 | 52.52平米 | 北 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  祈福', '168万', '单价31988元/平米')
('https://image1.ljcdn.com/440100-inspection/31821294-ee92-4364-bf6f-2968123e6843.jpg.296x216.jpg', '华南新城 南区电梯房 一梯四户', '华南新城  | 3室2厅 | 121.2平米 | 南 | 精装 | 有电梯', '高楼层(共12层)2011年建塔楼  -  星河湾', '415万', '单价34241元/平米')
('https://image1.ljcdn.com/440100-inspection/81eeba6e-c60b-4811-9105-6c99701e6b86.jpg.296x216.jpg', '广州雅居乐花园十年小雅 3室2厅 370万', '广州雅居乐花园十年小雅  | 3室2厅 | 90平米 | 东北 | 精装 | 有电梯', '高楼层(共33层)2010年建塔楼  -  雅居乐', '370万', '单价41112元/平米')
('https://image1.ljcdn.com/440100-inspection/dd173c19-f7d2-4225-bf6d-5d88fa0f6481.jpg.296x216.jpg', '怡景花园 1室1厅 140万', '怡景花园  | 1室1厅 | 44平米 | 北 | 简装 | 有电梯', '高楼层(共23层)2004年建塔楼  -  大石', '140万', '单价31819元/平米')
('https://image1.ljcdn.com/440100-inspection/33edabbd-b923-44f1-ae64-df7606f5b381.jpg.296x216.jpg', '花样年华 电梯三房 采光好 双证', '番禺海伦堡花样年华二期  | 3室2厅 | 115.14平米 | 北 | 其他 | 有电梯', '中楼层(共17层)2005年建塔楼  -  沙湾', '310万', '单价26924元/平米')
('https://image1.ljcdn.com/440100-inspection/7c932ad2-1271-4a25-bb63-bb5258c33b7b.jpg.296x216.jpg', '东丽园  四房出售  少有放盘', '东丽园  | 4室2厅 | 150平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2002年建板楼  -  市桥', '380万', '单价25334元/平米')
('https://image1.ljcdn.com/440100-inspection/982b96f7-3546-4277-8f2c-8a158513dde4.jpg.296x216.jpg', '雅居乐锦官城   南向精装  方正实用', '雅居乐锦官城雍容南台  | 4室2厅 | 131平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2011年建塔楼  -  沙湾', '390万', '单价29771元/平米')
('https://image1.ljcdn.com/440100-inspection/80ab713b-f544-4a5c-b8c6-468d7abf0ac2.jpg.296x216.jpg', '侨宫苑 实用三房 小区管理 通风采光好', '侨宫苑  | 3室2厅 | 98.8平米 | 南 | 其他 | 无电梯', '高楼层(共8层)1996年建塔楼  -  市桥', '160万', '单价16195元/平米')
('https://image1.ljcdn.com/440100-inspection/f699a706-6e2b-4290-8910-3fbcbe2144a0.jpg.296x216.jpg', '格局方正温馨四房 拎包入住 生活交通便利', '富丽家园福宁苑  | 3室2厅 | 125平米 | 南 北 | 简装 | 无电梯', '高楼层(共8层)1995年建塔楼  -  大石', '255万', '单价20400元/平米')
('https://image1.ljcdn.com/440100-inspection/f60a8315-bce5-4bf3-9e2a-b9d7a930eb37.jpg.296x216.jpg', '番禺宝翠苑 电梯三房 南向望泳池', '宝翠苑  | 3室2厅 | 109.3平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2002年建塔楼  -  市桥', '275万', '单价25161元/平米')
('https://image1.ljcdn.com/440100-inspection/16415a50-02f8-4823-a705-e0f90589c688.jpg.296x216.jpg', '桥虹别墅 前后花园', '桥虹花园   | 独栋别墅 | 4室2厅 | 240平米 | 南 | 简装 | 无电梯', '1层2002年建暂无数据  -  市桥东', '550万', '单价22917元/平米')
('https://image1.ljcdn.com/440100-inspection/aa26d60d-3319-4bab-aee9-1e40a64e515e.jpg.296x216.jpg', '鸿城花园 3室2厅 265万', '鸿城花园  | 3室2厅 | 107平米 | 东南 | 其他 | 有电梯', '中楼层(共28层)2000年建塔楼  -  市桥', '265万', '单价24767元/平米')
('https://image1.ljcdn.com/440100-inspection/f41b5e3a-02f7-47c9-92ef-2618ebd4daee.jpg.296x216.jpg', '奥园养生广场 高楼层两方', '奥园养生广场  | 2室2厅 | 82.35平米 | 南 | 简装 | 有电梯', '中楼层(共30层)2012年建塔楼  -  沙湾', '125万', '单价15180元/平米')
('https://image1.ljcdn.com/440100-inspection/91dff752-3ccb-44c8-aea6-8f0809475c05.jpg.296x216.jpg', '建兴大厦 3房 有电梯 格局方正', '建兴大厦  | 3室2厅 | 98.5平米 | 南 | 简装 | 有电梯', '中楼层(共17层)1995年建塔楼  -  市桥', '260万', '单价26396元/平米')
('https://image1.ljcdn.com/440100-inspection/11035be0-38d7-4402-8c12-534d4cd69073.jpg.296x216.jpg', '奥园养生广场 公寓两房可明火煮食 户型方正 采光好', '奥园养生广场  | 2室1厅 | 82平米 | 南 | 精装 | 有电梯', '低楼层(共29层)2012年建塔楼  -  沙湾', '125万', '单价15244元/平米')
('https://image1.ljcdn.com/440100-inspection/d4d23f1d-cbf0-435f-aae8-2948c4d9c2ee.jpg.296x216.jpg', '房子保养好 配套齐', '美心东苑  | 3室2厅 | 91.6平米 | 西北 | 简装 | 无电梯', '中楼层(共7层)2004年建塔楼  -  市桥东', '215万', '单价23472元/平米')
('https://image1.ljcdn.com/440100-inspection/592443c9-e472-43c4-bf6d-5625f4ca79b4.jpg.296x216.jpg', '如意花园 新装修 3房2厅 厅出阳台 采光好', '如意花园  | 3室2厅 | 106平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1993年建塔楼  -  洛溪', '236.5万', '单价22312元/平米')
('https://image1.ljcdn.com/440100-inspection/7e980c26-03f2-473f-92a0-1523d3a4900e.JPG.296x216.jpg', '景峰豪庭少有大四房，大阳台 交楼标准装修', '富豪山庄景峰豪庭  | 4室2厅 | 183平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2013年建塔楼  -  祈福', '560万', '单价30602元/平米')
('https://image1.ljcdn.com/440100-inspection/e831a711-a9e6-4444-a77d-34c5b884910e.JPG.296x216.jpg', '祈福新村C区 出行方便 实用两房', '祈福新村C区  | 2室2厅 | 63.5平米 | 南 | 简装 | 无电梯', '中楼层(共4层)1995年建板楼  -  祈福', '160万', '单价25197元/平米')
('https://image1.ljcdn.com/440100-inspection/ff8c106f-1ff2-4768-8f6e-a55b97ab7b45.JPG.296x216.jpg', '丽江花园华林居 2室1厅 245万', '丽江花园华林居  | 2室1厅 | 76.5平米 | 东北 | 精装 | 有电梯', '中楼层(共6层)2000年建塔楼  -  南浦', '245万', '单价32027元/平米')
('https://image1.ljcdn.com/440100-inspection/a8c34fd7-7eb9-42ba-9c68-ce50a642afda.jpg.296x216.jpg', '新世纪花园 4室2厅 388万', '新世纪花园  | 4室2厅 | 182.5平米 | 南 | 其他 | 无电梯', '高楼层(共5层)板楼  -  沙湾', '388万', '单价21261元/平米')
('https://image1.ljcdn.com/440100-inspection/31ec8af3-0490-4e5e-904f-8a28374e7b8e.JPG.296x216.jpg', '清河东路 3室2厅 165万', '清河东路  | 3室2厅 | 83.27平米 | 南 | 其他 | 无电梯', '低楼层(共7层)板楼  -  市桥', '165万', '单价19816元/平米')
('https://image1.ljcdn.com/440100-inspection/7bfa8c6f-0dbe-4f61-9795-58495c94fd9a.JPG.296x216.jpg', '雅居乐花园雅翠庭南向房子 精品两房', '广州雅居乐花园雅翠庭  | 2室1厅 | 87.6平米 | 南 | 精装 | 有电梯', '低楼层(共9层)2010年建塔楼  -  雅居乐', '340万', '单价38813元/平米')
('https://image1.ljcdn.com/440100-inspection/40b02a13-1d30-4d6f-be97-e2e79877f866.JPG.296x216.jpg', '华南新城 环境适宜居住 配套成熟', '华南新城  | 3室2厅 | 153.13平米 | 北 | 精装 | 有电梯', '低楼层(共11层)2011年建塔楼  -  星河湾', '430万', '单价28081元/平米')
('https://image1.ljcdn.com/440100-inspection/428d9eb7-2c24-453c-8422-f267c737fec7.jpg.296x216.jpg', '珠江花园怡景湾 2室2厅 350万', '珠江花园怡景湾  | 2室2厅 | 90.47平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2010年建塔楼  -  洛溪', '350万', '单价38687元/平米')
('https://image1.ljcdn.com/440100-inspection/57536a91-b7cc-4e71-87ad-926379e3dd4f.JPG.296x216.jpg', '广州雅居乐花园一尺山居 3室2厅 388万', '广州雅居乐花园一尺山居  | 3室2厅 | 97.21平米 | 东北 | 精装 | 有电梯', '中楼层(共23层)2010年建塔楼  -  雅居乐', '388万', '单价39914元/平米')
